BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,return
TQBR,2021-11-26,VEON,VEON-RX,267,15357573.8,138.82,133.02,165.0,134.56,137.48,139.0,111700,137.6,137.6,134.56,14726967.6,14726967.6,14726967.6,0,3,0.0
TQBR,2021-11-29,VEON,VEON-RX,397,11745157.2,135.78,130.0,149.0,131.14,133.98,136.6,87670,133.96,133.96,131.14,11417388.6,11417388.6,11417388.6,0,3,-0.0172661870503597
TQBR,2021-11-30,VEON,VEON-RX,148,4118151.2,136.32,128.0,136.32,133.08,134.28,130.0,30670,134.48,134.48,133.08,3766677.2,3766677.2,3766677.2,0,3,-0.048316251830161
TQBR,2021-12-01,VEON,VEON-RX,256,15041041.4,130.02,130.0,138.62,135.4,134.18,138.6,112090,133.14,133.14,135.4,10753086.6,10753086.6,10753086.6,0,3,0.0661538461538461
TQBR,2021-12-02,VEON,VEON-RX,175,14935830.2,138.6,134.78,138.6,134.78,136.94,137.56,109070,137.02,137.02,134.78,12507748.0,12507748.0,12507748.0,0,3,-0.0075036075036074
TQBR,2021-12-03,VEON,VEON-RX,88,4486324.2,137.58,134.62,138.06,137.42,136.48,135.48,32870,136.5,136.5,137.42,4466049.2,4466049.2,4466049.2,0,3,-0.0151206746147136
TQBR,2021-12-06,VEON,VEON-RX,124,9799102.8,135.48,132.7,135.48,134.42,134.06,134.44,73090,134.06,134.06,134.42,9742641.2,9742641.2,9742641.2,0,3,-0.0076764098021847
TQBR,2021-12-07,VEON,VEON-RX,895,27057701.2,133.62,133.24,136.74,136.18,135.3,135.46,199970,135.32,135.32,136.18,21149890.8,21149890.8,21149890.8,0,3,0.0075870276703362
TQBR,2021-12-08,VEON,VEON-RX,418,13229108.2,135.48,132.82,136.32,135.2,135.44,135.38,97670,135.52,135.52,135.2,11578861.6,11578861.6,11578861.6,0,3,-0.0005905802450908
TQBR,2021-12-09,VEON,VEON-RX,423,10419626.6,135.4,133.7,135.56,134.86,134.92,134.74,77230,134.94,134.94,134.86,9494641.8,9494641.8,9494641.8,0,3,-0.0047274338897915
TQBR,2021-12-10,VEON,VEON-RX,361,12289914.8,134.78,133.14,134.92,133.76,133.9,133.26,91790,134.12,134.12,133.76,8209924.8,8209924.8,8209924.8,0,3,-0.0109841175597448
TQBR,2021-12-13,VEON,VEON-RX,411,17067216.8,133.5,128.52,133.82,130.06,131.48,128.52,129800,132.14,132.14,130.06,13480567.6,13480567.6,13480567.6,0,3,-0.0355695632597927
TQBR,2021-12-14,VEON,VEON-RX,901,30583016.8,128.84,127.74,129.3,128.7,128.66,128.84,237710,128.66,128.66,128.7,28167039.6,28167039.6,28167039.6,0,3,0.0024898848428259
TQBR,2021-12-15,VEON,VEON-RX,329,11142624.4,129.18,127.9,129.54,128.0,128.72,129.3,86570,128.72,128.72,128.0,8359782.6,8359782.6,8359782.6,0,3,0.0035703197764669
TQBR,2021-12-16,VEON,VEON-RX,216,9014383.4,128.92,128.92,131.4,130.76,130.4,131.3,69130,130.34,130.34,130.76,8220016.8,8220016.8,8220016.8,0,3,0.0154679040989945
TQBR,2021-12-17,VEON,VEON-RX,310,12910059.0,131.4,130.18,131.5,130.58,130.7,130.7,98780,130.68,130.68,130.58,12006228.6,12006228.6,12006228.6,0,3,-0.0045696877380047
TQBR,2021-12-20,VEON,VEON-RX,1100,53136475.4,130.68,120.0,130.7,123.34,126.2,122.96,421040,127.02,127.02,123.34,42819237.0,42819237.0,42819237.0,0,3,-0.0592195868400917
TQBR,2021-12-21,VEON,VEON-RX,723,31601069.8,123.2,123.2,127.0,127.0,124.52,126.04,253800,124.14,124.14,127.0,25077605.8,25077605.8,25077605.8,0,3,0.0250487963565388
TQBR,2021-12-22,VEON,VEON-RX,532,29291408.4,126.0,125.0,126.74,125.36,125.86,125.64,232720,125.94,125.94,125.36,26112535.4,26112535.4,26112535.4,0,3,-0.0031735956839099
TQBR,2021-12-23,VEON,VEON-RX,254,12131082.8,125.36,125.0,126.88,125.74,125.86,125.48,96390,125.86,125.86,125.74,11054104.4,11054104.4,11054104.4,0,3,-0.0012734797835084
TQBR,2021-12-24,VEON,VEON-RX,216,5859156.2,125.48,124.68,126.1,126.1,125.0,124.98,46870,125.02,125.02,126.1,5120836.0,5120836.0,5120836.0,0,3,-0.0039846987567739
TQBR,2021-12-27,VEON,VEON-RX,441,15349565.8,124.74,124.7,128.04,126.14,126.46,128.04,121380,125.6,125.6,126.14,6289064.6,6289064.6,6289064.6,0,3,0.0244839174267881
TQBR,2021-12-28,VEON,VEON-RX,344,14638865.8,128.14,127.8,130.0,130.0,128.62,127.98,113810,128.76,128.76,130.0,10984597.6,10984597.6,10984597.6,0,3,-0.0004686035613869
TQBR,2021-12-29,VEON,VEON-RX,182,6584499.0,127.76,126.96,128.0,127.0,127.4,127.44,51680,127.42,127.42,127.0,5876885.4,5876885.4,5876885.4,0,3,-0.0042194092827004
TQBR,2021-12-30,VEON,VEON-RX,215,6394712.6,127.46,127.22,129.14,128.42,128.22,129.1,49870,127.82,127.82,128.42,3762989.6,3762989.6,3762989.6,0,3,0.0130257376020087
TQBR,2022-01-03,VEON,VEON-RX,470,21041785.0,129.16,125.0,131.42,131.2,130.5,130.7,161240,130.36,130.36,131.2,16882499.0,16882499.0,16882499.0,0,3,0.0123934934159565
TQBR,2022-01-04,VEON,VEON-RX,226,6901381.6,130.62,130.62,131.76,131.16,131.3,131.26,52560,131.32,131.32,131.16,6186202.8,6186202.8,6186202.8,0,3,0.0042846212700841
TQBR,2022-01-05,VEON,VEON-RX,503,16776656.0,131.26,129.76,131.42,130.7,130.82,130.22,128240,130.96,130.96,130.7,7882150.0,7882150.0,7882150.0,0,3,-0.0079232058509827
TQBR,2022-01-06,VEON,VEON-RX,605,19704719.2,130.2,129.74,130.82,129.98,130.26,130.44,151280,130.24,130.24,129.98,18995565.4,18995565.4,18995565.4,0,3,0.0016894486254031
TQBR,2022-01-07,VEON,VEON-RX,0,0.0,,,,130.44,,,0,130.24,129.98,130.44,18995565.4,513395.0,18995565.4,0,3,0.0
TQBR,2022-01-10,VEON,VEON-RX,197,7137299.6,130.16,129.6,130.6,129.64,130.14,129.6,54840,130.16,130.16,129.64,6963599.6,6963599.6,6963599.6,0,3,0.0
TQBR,2022-01-11,VEON,VEON-RX,94,5580094.0,129.58,128.74,130.32,129.04,129.46,129.5,43100,129.34,129.34,129.04,3401386.6,3401386.6,3401386.6,0,3,-0.0007716049382715
TQBR,2022-01-12,VEON,VEON-RX,76,4642582.6,129.34,128.68,130.48,130.3,129.46,130.4,35860,129.4,129.4,130.3,4273963.6,4273963.6,4273963.6,0,3,0.0069498069498069
TQBR,2022-01-13,VEON,VEON-RX,1202,35704294.8,130.04,126.64,130.56,127.96,128.72,126.96,277370,129.38,129.38,127.96,23131751.6,23131751.6,23131751.6,0,3,-0.0263803680981596
TQBR,2022-01-14,VEON,VEON-RX,1225,40226825.6,126.98,124.46,127.52,125.64,125.76,124.52,319860,125.8,125.8,125.64,38500907.6,38500907.6,38500907.6,0,3,-0.0192186515437933
TQBR,2022-01-17,VEON,VEON-RX,61,1638038.4,124.86,124.4,125.08,124.88,124.76,124.9,13130,124.76,124.76,124.88,1585631.2,1585631.2,1585631.2,0,3,0.0030517185994218
TQBR,2022-01-18,VEON,VEON-RX,540,26757264.2,124.56,117.58,124.58,119.8,120.76,118.26,221590,122.2,122.2,119.8,16443017.6,16443017.6,16443017.6,0,3,-0.0531625300240192
TQBR,2022-01-19,VEON,VEON-RX,420,31590541.2,118.54,116.46,122.7,122.16,119.9,120.26,263480,119.74,119.74,122.16,27565988.8,27565988.8,27565988.8,0,3,0.0169118890580077
TQBR,2022-01-20,VEON,VEON-RX,154,9942814.8,120.26,118.3,121.0,120.32,120.12,118.3,82770,120.24,120.24,120.32,7984693.6,7984693.6,7984693.6,0,3,-0.0162980209545984
TQBR,2022-01-21,VEON,VEON-RX,125,8874579.6,114.02,114.0,119.78,118.06,118.74,117.36,74740,118.96,118.96,118.06,7382616.4,7382616.4,7382616.4,0,3,-0.0079459002535925
TQBR,2022-01-24,VEON,VEON-RX,233,41838637.6,117.32,111.92,117.52,114.0,115.46,112.2,362360,115.78,115.78,114.0,37716654.0,37716654.0,37716654.0,0,3,-0.0439672801635991
TQBR,2022-01-25,VEON,VEON-RX,369,25546953.4,112.22,109.38,112.22,111.78,111.28,110.42,229560,111.58,111.58,111.78,19169917.4,19169917.4,19169917.4,0,3,-0.0158645276292335
TQBR,2022-01-26,VEON,VEON-RX,2567,67800857.4,110.46,106.24,116.08,111.9,113.36,109.42,598070,113.94,113.94,111.9,56468360.4,56468360.4,56468360.4,0,3,-0.009056330374932
TQBR,2022-01-27,VEON,VEON-RX,555,24274825.4,109.3,108.36,115.3,110.54,110.54,112.4,219590,109.98,109.98,110.54,17942977.2,17942977.2,17942977.2,0,3,0.027234509230488
